Identifiant espace vert,Nom de l'espace vert,Typologie d'espace vert,Cat?gorie,Adresse - type voie,Adresse - Libell? voie,Code postal,Surface calcul?e,Superficie totale r?elle,Surface horticole,Pr?sence cloture,P?rim?tre,Nombre d'entit?s,Ouverture 24h_24h
731,26-05,P?riph?rique,Talus,,,75019,559,,,Non,155.6613965,1,
11743,TALUS DE LA PORTE DES LILAS,P?riph?rique,Talus,VOIE,CT/19,75019,1064,1228,1228,Non,178.9166945,1,
10892,JARDINETS DE LA PLACE DES FETES,D?corations sur la voie publique,Jardinet,RUE,LOUISE THULIEZ,75019,1830,1830,1830,Non,295.0337096,18,
741,SQUARE DU DOCTEUR VARIOT,Promenades ouvertes,Square,AVENUE,GAMBETTA,75020,3417,3105,1775,Oui,243.4378238,1,Oui
760,JARDIN CASQUE D'OR,Promenades ouvertes,Jardin,RUE,MICHEL DE BOURGES,75020,5251,4167,2871,Oui,252.9377329,1,Non
10927,JARDINIERE ANGLE DES RUES DES PARTANTS - SOLEILLET,D?corations sur la voie publique,Jardiniere,RUE,SOLEILLET,75020,78,80,80,Non,42.05494765,1,
766,JARDIN DES RUES MARONITES - PRESSOIR,Promenades ouvertes,Jardin,RUE DU,PRESSOIR,75020,497,503,233,Oui,131.4317144,1,Non
807,30-03,P?riph?rique,Talus,,,75020,6096,,,Non,1203.861634,1,
11566,JARDINIERE VERTICALE DU 53 RUE DES RONDEAUX,Murs v?g?talis?s,Murs vegetalises,RUE DES,RONDEAUX,75020,202,,,Non,623.6180636,1,
11877,JARDIN PARTAGE DES OISEAUX - PYTHON DUVERNOIS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,HENRI DUVERNOIS,75020,333,325,325,Oui,,1,Non
946,TALUS RUE STENDHAL,Jardinets d?coratifs,Talus,RUE,STENDHAL,75020,262,350,427,Oui,117.9683241,1,Non
755,JARDIN DES CENDRIERS (DIT DES AMANDIERS),Promenades ouvertes,Jardin,RUE,DURIS,75020,6220,6724,2510,Oui,346.2725797,1,Non
11212,JARDINIERE DE LA RUE LOUIS DELAPORTE,D?corations sur la voie publique,Jardiniere,RUE,LOUIS DELAPORTE,75020,143,168,168,Non,122.5718625,4,
11505,JARDINIERES DU 71 RUE DE BAGNOLET,D?corations sur la voie publique,Jardiniere,RUE DE,BAGNOLET,75020,30,39,39,Non,34.44274114,2,
11564,JARDINIERE DU 14 RUE TOLAIN,D?corations sur la voie publique,Jardiniere,RUE,TOLAIN,75020,11,17,17,Non,20.31401064,1,
11747,JARDINIERE VERTICALE DU 40 RUE DU TELEGRAPHE,Murs v?g?talis?s,Murs vegetalises,RUE DU,TELEGRAPHE,75020,3,,,Non,12.8718306,3,
11793,PROMENADE PC 20 RUE DE LA MARE,Promenades ouvertes,Promenade,RUE DE LA,MARE,75020,5799,5000,,Oui,,1,Non
11861,JARDIN PARTAGE DU CENTRE SOCIAL ANNAM,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE D',ANNAM,75020,62,30,30,Oui,,1,Non
11878,JARDIN PARTAGE DU JARDIN DE VITALY,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,FONTARABIE,75020,235,158,158,Oui,,1,Non
11965,JARDINIERES DE LA PLACE HENRI MATISSE,D?corations sur la voie publique,Jardiniere,PLACE,HENRI MATISSE,75020,112,,,Non,,0,
758,SQUARE RUES BELLEVILLE - TELEGRAPHE,Promenades ouvertes,Square,RUE DE,BELLEVILLE,75020,1807,1816,885,Oui,174.8884907,1,Non
762,SQUARE DE LA PLACE DE LA REUNION,Promenades ouvertes,Square,RUE,DE LA REUNION,75020,2024,1994,901,Oui,279.4571887,1,Non
10909,PLATE-BANDE DU BOULEVARD DE MENILMONTANT,D?corations sur la voie publique,Plate-bande,BOULEVARD DE,MENILMONTANT,75020,600,582,582,Non,623.8563021,1,
798,29-01,P?riph?rique,Talus,,,75020,19024,,,Non,1149.74703,1,
11203,JARDINIERE VERTICALE DU 4 RUE DES ORTEAUX,Murs v?g?talis?s,Murs vegetalises,RUE DES,ORTEAUX,75020,0,,,Non,2.45809841,1,
11565,JARDINIERE VERTICALE DU 115 RUE PELLEPORT,Murs v?g?talis?s,Murs vegetalises,RUE,PELLEPORT,75020,1,,,Non,6.57703718,2,
11772,PROMENADE PC 20 - LEUVEN - CROIX SAINT SIMON,Jardins privatifs,Promenade,RUE DE LA,CROIX SAINT-SIMON,75020,12046,,,Oui,1646.454187,2,Non
11869,JARDIN PARTAGE DU 56 RUE SAINT BLAISE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,SAINT BLAISE,75020,188,200,200,Oui,,1,Non
11914,JARDINIERE VERTICALE DU 9 RUE DU RETRAIT,Murs v?g?talis?s,Murs vegetalises,RUE DU,RETRAIT,75020,,,,Non,,1,
11917,SQUARE SAINT FARGEAU,Promenades ouvertes,Square,RUE,SAINT FARGEAU,75020,1226,,,Oui,,0,Non
11922,JARDIN PARTAGE LE JARDIN SUSPENDU,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,BAGNOLET,75020,929,850,850,Oui,,1,Non
783,SQUARE LOUIS LUMIERE (CENTRE HANDISPORT),Promenades ouvertes,Square,RUE,LOUIS LUMIERE,75020,1335,1333,775,Oui,164.3593081,1,Non
10914,DECORATION ANGLE DES RUE DE MENILMONTANT - DES AMANDIERS,D?corations sur la voie publique,Decoration,RUE DES,AMANDIERS,75020,117,145,145,Non,44.43252566,1,
10779,JARDINS D'IMMEUBLES PORTE DE VINCENNES NORD (DIT CRISTINO GARCIA),Promenades ouvertes,Jardin d'immeubles,RUE,CRISTINO GARCIA,75020,6303,10126,3561,Non,614.4151677,1,Oui
811,31-03,P?riph?rique,Talus,,,75020,337,,,Non,172.6423329,1,
11787,JARDIN PARTAGE LE JARDIN SUR LE TOIT - GYMNASE 93 RUE DES HAIES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DES,HAIES,75020,1025,1000,1000,Oui,132.5092362,1,Non
11862,JARDIN PARTAGE DU PASSAGE DES SOUPIRS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,PASSAGE DES,SOUPIRS,75020,344,360,360,Oui,,1,Non
11912,JARDINIERE VERTICALE DU 21 RUE DE LA BIDASSOA,Murs v?g?talis?s,Murs vegetalises,RUE DE LA,BIDASSOA,75020,,,,Non,,12,
11923,JARDIN PARTAGE DU SQUARE DES CARDEURS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,SQUARE DES,CARDEURS,75020,759,,,Non,,1,
759,SQUARE DE LA PAIX,Promenades ouvertes,Square,RUE DE,LAGNY,75020,3898,3925,2485,Oui,254.9124948,1,Non
750,JARDINS D'IMMEUBLES PORTE DE VINCENNES SUD (DIT DELAPORTE),Promenades ouvertes,Jardin d'immeubles,AVENUE DE LA,PORTE DE VINCENNES,75020,7950,13274,3904,Non,537.6977749,1,Oui
747,SQUARE REJANE,Promenades ouvertes,Square,RUE DE,LAGNY,75020,3698,3745,827,Oui,253.307458,1,Non
757,SQUARE LOUIS LUMIERE,Promenades ouvertes,Square,RUE,LOUIS LUMIERE,75020,1206,1455,632,Oui,205.9901936,1,Non
815,31-07,P?riph?rique,Talus,,,75020,2777,,,Non,437.2329368,1,
11205,JARDINIERE VERTICALE DU 105 RUE DE BUZENVAL,Murs v?g?talis?s,Murs vegetalises,RUE DE,BUZENVAL,75020,2,,,Non,13.23013978,2,
11860,JARDIN PARTAGE DE LA RUE SAINT BLAISE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,SAINT BLAISE,75020,59,110,110,Oui,,1,Non
11911,JARDINIERE VERTICALE DU 55 RUE DU BORREGO,Murs v?g?talis?s,Murs vegetalises,RUE DU,BORREGO,75020,,,,Non,,1,
11963,JARDINIERES DE LA RUE SORBIER,D?corations sur la voie publique,Jardiniere,RUE,SORBIER,75020,96,,,Non,,0,
771,SQUARE DE LA RUE DES MURIERS,Promenades ouvertes,Square,RUE DES,PRUNIERS,75020,942,1750,528,Oui,132.3626271,1,Non
789,JARDIN PARTAGE LE JARDIN D'EAU DOUCE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,PIXERECOURT,75020,89,90,90,Oui,40.68326285,1,Non
10921,JARDINIERES DU STADE NAUTIQUE G. VALLEREY,D?corations sur la voie publique,Jardiniere,RUE DES,TOURELLES,75020,353,510,510,Non,200.6112712,5,
10989,JARDINIERE DE LA PORTE DES LILAS,D?corations sur la voie publique,Jardiniere,AVENUE DE LA,PORTE DES LILAS,75020,159,160,160,Non,106.9478632,2,
11757,JARDIN DES PETITES RIGOLES,Promenades ouvertes,Jardin,RUE,FERNAND RAYNAUD,75020,826,830,,Oui,115.0343716,1,Non
11942,JARDINIERES DE LA RUE PAUL MEURICE,D?corations sur la voie publique,Jardiniere,RUE,PAUL MEURICE,75020,1499,1703,1703,Non,,9,
10910,DECORATION DE LA PLACE EMILE LANDRIN,D?corations sur la voie publique,Decoration,PLACE,EMILE LANDRIN,75020,55,47,47,Non,29.69168382,1,
11206,JARDINIERE VERTICALE DU 2 RUE FERNAND LEGER,Murs v?g?talis?s,Murs vegetalises,RUE,FERNAND LEGER,75020,21,,,Non,67.71195942,1,
10926,DECORATION DE LA RUE PELLEPORT,D?corations sur la voie publique,Decoration,RUE,PELLEPORT,75020,79,90,90,Non,77.99125497,3,
10919,DECORATION DE LA PLACE DE LA PORTE DE MONTREUIL,D?corations sur la voie publique,Decoration,PLACE DE LA,PORTE DE MONTREUIL,75020,386,381,381,Non,87.14939618,1,
11204,JARDINIERE VERTICALE DU 65 BOULEVARD MORTIER,Murs v?g?talis?s,Murs vegetalises,BOULEVARD,MORTIER,75020,3,,,Non,16.83480238,1,
11104,JARDINIERES DE LA RUE PAULINE KERGOMARD,D?corations sur la voie publique,Jardiniere,RUE,PAULINE KERGOMARD,75020,58,60,60,Non,106.5032219,2,
11876,JARDIN PARTAGE PAPILLES ET PAPILLONS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,GASNIER GUY,75020,399,413,413,Oui,,1,Non
772,JARDIN PIXERECOURT,Promenades ouvertes,Jardin,RUE,PIXERECOURT,75020,1400,1470,961,Oui,210.3699581,1,Non
794,CIMETIERE DE L'EST PARISIEN DIT DU PERE LACHAISE,Cimeti?res,Cimeti?re,RUE DU,REPOS,75020,431577,432000,,Oui,2809.810737,1,Non
10916,DECORATION DE LA RUE TACLET,D?corations sur la voie publique,Decoration,RUE,TACLET,75020,8,6,6,Non,12.37830939,1,
10990,JARDINIERE DE LA RUE DES HAIES,D?corations sur la voie publique,Jardiniere,RUE DES,HAIES,75020,4,4,4,Non,10.20423268,1,
11560,31-01,P?riph?rique,Talus,,,75020,2674,,,Non,220.0815759,1,
11202,JARDINIERE VERTICALE DU 38B RUE DES ORTEAUX,Murs v?g?talis?s,Murs vegetalises,RUE DES,ORTEAUX,75020,0,,,Non,5.04477124,2,
11748,JARDINIERE VERTICALE DE L'ESCALIER DU 60 RUE DE LA JUSTICE,Murs v?g?talis?s,Murs vegetalises,RUE DE LA,JUSTICE,75020,0,,,Non,5.49779963,2,
11865,JARDIN PARTAGE DES BOULISTES DE MENILMONTANT,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,LE VAU,75020,136,90,90,Oui,,1,Non
11870,JARDIN PARTAGE DES JARDINS D'IMMEUBLES PORTE DE VINCENNES NORD,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,CRISTINO GARCIA,75020,515,525,525,Oui,,1,Non
11871,JARDIN PARTAGE DU SQUARE LOUIS LUMIERE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,LOUIS LUMIERE,75020,79,178,178,Oui,,1,Non
11873,JARDIN PARTAGE DU JARDIN FRIDA KAHLO,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,NOISY LE SEC,75020,335,350,350,Oui,,1,Non
11910,JARDINIERE VERTICALE DU 53 RUE PELLEPORT,Murs v?g?talis?s,Murs vegetalises,RUE,PELLEPORT,75020,,,,Non,,33,
11962,JARDINIERES DE LA RUE BELGRAND,D?corations sur la voie publique,Jardiniere,RUE,BELGRAND,75020,128,130,130,Non,,2,
743,SQUARE HENRI KARCHER,Promenades ouvertes,Square,RUE DES,PYRENEES,75020,2698,2630,1668,Oui,235.9863539,1,Non
817,JARDIN DE L EGLISE SAINT GERMAIN DE CHARONNE,Promenades ouvertes,Jardin,PLACE,SAINT-BLAISE,75020,197,192,84,Oui,64.10630827,1,Non
10924,DECORATION DE LA RUE LISFRANC,D?corations sur la voie publique,Decoration,RUE,LISFRANC,75020,32,32,32,Non,36.04802661,4,
10911,DECORATION ANGLE DES RUES DE MENILMONTANT - HENRI CHEVREAU,D?corations sur la voie publique,Decoration,RUE,HENRI CHEVREAU,75020,23,20,20,Non,19.23528227,1,
814,31-06,P?riph?rique,Talus,,,75020,316,,,Non,199.5822558,1,
745,SQUARE DE L'EGLISE NOTRE-DAME DE LA CROIX,Promenades ouvertes,Square,RUE D',EUPATORIA,75020,785,603,327,Oui,147.6761984,1,Non
756,JARDIN NATUREL-PIERRE EMMANUEL,Promenades ouvertes,Jardin,RUE DE LA,REUNION,75020,6282,6300,364,Oui,591.2188488,1,Non
947,CIMETIERE DE CHARONNE,Cimeti?res,Cimeti?re,RUE DE,BAGNOLET,75020,4298,4200,,Oui,371.0068013,1,Non
765,SQUARE DE LA RUE LEON FRAPIE,Promenades ouvertes,Square,RUE DE,NOISY LE SEC,75020,15169,14030,6660,Oui,823.0311537,1,Non
808,30-05,P?riph?rique,Talus,,,75020,2816,,,Non,715.3985758,1,
11210,JARDINIERE VERTICALE DU 7 PASSAGE DE LAGNY,Murs v?g?talis?s,Murs vegetalises,PASSAGE DE,LAGNY,75020,1,,,Non,6.79039404,2,
11217,JARDIN FRIDA KAHLO,Promenades ouvertes,Jardin,RUE DE,NOISY LE SEC,75020,4458,3771,,Oui,330.1598942,1,Non
11561,31-02,P?riph?rique,Talus,,,75020,5499,,,Non,928.4565293,1,
11867,JARDIN PARTAGE DU 17 RUE DES ENVIERGES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DES,ENVIERGES,75020,514,600,600,Oui,,1,Non
11875,JARDIN PARTAGE DU JARDIN CASQUE D'OR,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DES,HAIES,75020,874,1200,1200,Oui,,1,Non
11879,JARDIN PARTAGE DE L'IMPASSE SATAN,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,IMPASSE,SATAN,75020,337,300,300,Oui,,1,Non
11961,JARDINIERES DE LA RUE DES RONDONNEAUX,D?corations sur la voie publique,Jardiniere,RUE DES,RONDONNEAUX,75020,48,,,Non,,0,
773,JARDIN JANIS JOPLIN,Promenades ouvertes,Square,BOULEVARD,DAVOUT,75020,1914,1885,1627,Oui,182.4703042,1,Oui
10714,DECORATION DU COURS DE VINCENNES,D?corations sur la voie publique,Decoration,COURS DE,VINCENNES,75020,87,1597,1597,Non,103.2655534,6,
10715,DECORATION DE LA RUE DES HAIES,D?corations sur la voie publique,Decoration,RUE DES,HAIES,75020,59,60,60,Non,76.05589722,3,
948,CIMETIERE DE BELLEVILLE,Cimeti?res,Cimeti?re,RUE DU,TELEGRAPHE,75020,16204,16500,,Oui,592.383464,1,Non
11824,31-09_J,P?riph?rique,Talus,,,75020,336,,,Non,138.7631893,1,
11771,PROMENADE PC 20 - CROIX SAINT SIMON - LAGNY,Jardins privatifs,Promenade,RUE DE,LAGNY,75020,12533,,,Oui,1776.056303,1,Non
11863,JARDIN PARTAGE DU PASSAGE DES TOURELLES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,PASSAGE DES,TOURELLES,75020,307,400,400,Oui,,1,Non
11915,JARDIN PARTAGE DE LA PLACE FREHEL,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,PLACE,FREHEL,75020,254,,,Non,,1,
11964,JARDINIERES DU BOULEVARD DE BELLEVILLE,D?corations sur la voie publique,Jardiniere,BOULEVARD DE,BELLEVILLE,75020,176,,,Non,,0,
11494,JARDINIERE DE L'IMPASSE DES ORTEAUX,D?corations sur la voie publique,Jardiniere,IMPASSE DES,ORTEAUX,75020,85,90,90,Non,53.19993199,1,
11265,JARDIN PARTAGE DE LA CITE AUBRY,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,CITE,AUBRY,75020,766,750,750,Oui,110.6741028,1,Non
801,29-05,P?riph?rique,Talus,,,75020,1084,,,Non,285.3542871,1,
809,30-06,P?riph?rique,Talus,,,75020,586,,,Non,201.4256422,1,
11559,30-07,P?riph?rique,Talus,,,75020,560,,,Non,246.0888923,1,
11872,JARDIN PARTAGE DU SQUARE ELISA BOREY,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,ELISA BOREY,75020,466,335,335,Oui,,1,Non
11880,JARDIN PARTAGE DU CENTRE CHENAL SAINT BLAISE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DU,CLOS,75020,116,150,150,Oui,,1,Non
11233,JARDIN LEON ZYGUEL,Promenades ouvertes,Jardin,RUE,PIXERECOURT,75020,1505,1135,,Oui,,1,Non
780,JARDIN DE LA RUE PALI-KAO,Promenades ouvertes,Jardin,RUE DE,PALI KAO,75020,3135,3600,1055,Oui,302.4863479,1,Non
782,JARDIN BENOIT FRACHON,Promenades ouvertes,Jardin,AVENUE,BENOIT FRACHON,75020,3446,3480,447,Oui,396.3261887,1,Oui
763,SQUARE EMMANUEL FLEURY,Promenades ouvertes,Square,RUE,LE VAU,75020,26011,22917,11507,Oui,742.8033007,1,Non
764,SQUARE ELISA BOREY,Promenades ouvertes,Square,RUE,ELISA BOREY,75020,2060,2850,730,Oui,293.9057659,1,Oui
10913,DECORATION DE LA PLACE MARTIN NADAUD,D?corations sur la voie publique,Decoration,PLACE,MARTIN NADAUD,75020,97,80,80,Non,86.05160903,3,
785,TALUS DE LA RUE DES COURONNES,Jardinets d?coratifs,Talus,RUE DES,COURONNES,75020,1511,1600,1600,Oui,319.9109792,1,Non
11259,JARDINIERES DE LA RUE D'AVRON,D?corations sur la voie publique,Jardiniere,RUE D',AVRON,75020,164,200,200,Non,197.5866925,8,
939,TALUS DU PONT CHARLES RENOUVIER,Jardinets d?coratifs,Talus,RUE,CHARLES RENOUVIER,75020,1498,1740,1345,Oui,335.0059729,3,Non
768,SQUARE EMMI PIKLER,Promenades ouvertes,Square,RUE,OLIVIER METRA,75020,194,157,130,Oui,64.30533897,1,Non
749,SQUARE DU SERGENT AURELIE SALEL,Promenades ouvertes,Square,RUE,SORBIER,75020,5869,5640,3301,Oui,376.697186,1,Non
752,JARDIN RUE SERPOLLET BD DAVOUT,Promenades ouvertes,Jardin,RUE,SERPOLLET,75020,1002,768,55,Oui,128.8888505,1,Non
738,SQUARE EDOUARD VAILLANT,Promenades ouvertes,Square,AVENUE,GAMBETTA,75020,8124,8085,6455,Oui,419.6671042,1,Non
945,TALUS AVENUE IBSEN,P?riph?rique,Talus,AVENUE,IBSEN,75020,1770,1890,1890,Non,298.1396419,1,
802,29-07,P?riph?rique,Talus,,,75020,2935,,,Non,391.6728393,1,
804,30-00,P?riph?rique,Talus,,,75020,326,,,Non,98.93148258,1,
806,30-02,P?riph?rique,Talus,,,75020,6827,,,Non,1152.42435,1,
810,31-00,P?riph?rique,Talus,,,75020,1213,,,Non,232.383094,1,
813,31-05,P?riph?rique,Talus,,,75020,4441,,,Non,622.329168,1,
816,31-09_N,P?riph?rique,Talus,,,75020,214,,,Non,137.2422518,1,
11563,JARDINIERE VERTICALE DU 170 RUE DES PYRENEES,Murs v?g?talis?s,Murs vegetalises,RUE DES,PYRENEES,75020,19,,,Non,37.51515238,1,
11745,JARDINIERES DE LA RUE SREBRENICA,D?corations sur la voie publique,Jardiniere,RUE DE,SREBRENICA,75020,388,277,277,Non,136.8883674,1,
11746,JARDINIERES DE LA PLACE DE LA PORTE DE BAGNOLET,D?corations sur la voie publique,Jardiniere,PLACE DE LA,PORTE DE BAGNOLET,75020,178,178,178,Non,106.0827068,4,
11864,JARDIN PARTAGE DU SQUARE ALEXANDRE LUQUET,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,PIAT,75020,258,200,200,Oui,,1,Non
769,JARDIN DU 60 RUE DE LA JUSTICE,Promenades ouvertes,Jardin,RUE DE LA,JUSTICE,75020,431,416,80,Oui,101.2074193,1,Non
774,JARDIN DES RUES DES ORTEAUX - CROIX SAINT-SIMON,Promenades ouvertes,Jardin,RUE DE LA,CROIX SAINT SIMON,75020,327,366,170,Oui,75.37745669,1,Non
748,SQUARE DES SAINTS-SIMONIENS - MENILMONTANT,Promenades ouvertes,Square,RUE DE LA,DUEE,75020,8983,9050,5290,Oui,515.7905427,1,Non
10991,JARDINIERES DE L'AVENUE DE LA PORTE DE VINCENNES (20EME),D?corations sur la voie publique,Jardiniere,AVENUE DE LA,PORTE DE VINCENNES,75020,1984,2055,2055,Non,930.1973685,22,
11213,JARDINIERES ANGLE DES BOULEVARD MENILMONTANT - BELLEVILLE  - JARDIN JANE AVRIL,D?corations sur la voie publique,Jardiniere,BOULEVARD DE,MENILMONTANT,75020,281,300,300,Non,95.52448791,2,
11874,JARDIN PARTAGE DU 2BIS CITE LEROY,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,CITE,LEROY,75020,366,520,520,Oui,,1,Non
776,SQUARE ANTOINE BLONDIN,Promenades ouvertes,Square,RUE DE,BAGNOLET,75020,3568,5400,2099,Oui,416.3054312,1,Non
777,SQUARE DE LA SALAMANDRE,Promenades ouvertes,Square,SQUARE DE LA,SALAMANDRE,75020,2660,2800,1027,Oui,209.0400264,1,Non
753,SQUARE ALEXANDRE LUQUET,Promenades ouvertes,Square,RUE DU,TRANSVAAL,75020,2717,2740,1240,Oui,221.8063679,1,Oui
751,JARDIN D'IMMEUBLES DE LA PORTE DE BAGNOLET,Promenades ouvertes,Jardin d'immeubles,RUE,HENRI DUVERNOIS,75020,8829,18150,12975,Non,670.5632171,1,Oui
787,TALUS RUE GEO CHAVEZ,Jardinets d?coratifs,Talus,RUE,GEO CHAVEZ,75020,1024,968,968,Oui,258.3645949,1,Non
746,SQUARE SARAH BERNHARDT,Promenades ouvertes,Square,RUE DE,BUZENVAL,75020,12939,12874,4949,Oui,492.8878349,1,Non
10920,JARDINIERES DE LA RUE MADELEINE MARZIN,D?corations sur la voie publique,Jardiniere,RUE,MADELEINE MARZIN,75020,104,85,85,Non,109.3649123,5,
10705,DECORATION DE L'AVENUE DE LA PORTE DE BAGNOLET,D?corations sur la voie publique,Decoration,AVENUE DE LA,PORTE DE BAGNOLET,75020,202,192,192,Non,60.58375847,1,
10706,JARDINIERES DE LA RUE DE BUZENVAL,D?corations sur la voie publique,Jardiniere,RUE DE,BUZENVAL,75020,179,185,185,Non,120.1206289,2,
10780,JARDIN DE LA RUE NOEL BALLAY,Promenades ouvertes,Jardin,RUE,NOEL BALLAY,75020,1336,1350,810,Oui,279.5182272,1,Oui
11234,JARDIN DE VITALY,Promenades ouvertes,Jardin,RUE DE,FONTARABIE,75020,1215,1000,,Oui,177.6196104,1,Oui
11260,JARDINIERE RUE DES AMANDIERS,D?corations sur la voie publique,Jardiniere,RUE DES,AMANDIERS,75020,85,85,85,Non,68.31109167,1,
11214,JARDINIERES DE LA RUE JACQUES PREVERT,D?corations sur la voie publique,Jardiniere,RUE,JACQUES PREVERT,75020,606,595,595,Non,437.2032907,11,
805,30-01,P?riph?rique,Talus,,,75020,887,,,Non,408.6091487,1,
11558,30-04,P?riph?rique,Talus,,,75020,2688,,,Non,663.1600016,1,
10922,JARDINIERES DE LA RUE MOURAUD,D?corations sur la voie publique,Jardiniere,RUE,MOURAUD,75020,78,80,80,Non,65.19981128,2,
11025,DECORATION DU CENTRE HANDISPORT,Jardins privatifs,Decoration,RUE,LOUIS LUMIERE,75020,95,100,100,Oui,77.71568503,1,Non
767,JARDIN DE L'HOSPICE DEBROUSSE,Promenades ouvertes,Jardin,RUE DE,BAGNOLET,75020,9228,10050,5844,Oui,552.0674554,1,Non
11504,JARDINIERES DE LA PLACE SULLY LOMBARD,D?corations sur la voie publique,Jardiniere,PLACE,SULLY LOMBARD,75020,43,45,45,Non,77.37573833,8,
10023,SQUARE DU DOCTEUR J. J. GRANCHER,Promenades ouvertes,Square,RUE,SORBIER,75020,3237,3300,2272,Oui,223.20497,1,Non
11257,JARDIN DES OISEAUX,Promenades ouvertes,Jardin,PASSAGE,STENDHAL,75020,354,450,350,Oui,80.18309131,1,Non
799,29-02,P?riph?rique,Talus,,,75020,106,,,Non,65.91175981,1,
11562,JARDINIERE VERTICALE DU 197 RUE DES PYRENEES,Murs v?g?talis?s,Murs vegetalises,RUE DES,PYRENEES,75020,15,,,Non,97.80571796,1,
11866,JARDIN PARTAGE DU BAS BELLEVILLE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,PALI KAO,75020,91,99,99,Oui,,1,Non
11868,JARDIN PARTAGE DU JARDIN DU 60 RUE DE LA JUSTICE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE LA,JUSTICE,75020,145,100,100,Oui,,1,Non
11966,JARDINIERES DE L'AVENUE DU PERE LACHAISE,D?corations sur la voie publique,Jardiniere,AVENUE DU,PERE LACHAISE,75020,277,280,280,Non,,10,
744,SQUARE SEVERINE,Promenades ouvertes,Square,RUE,LE VAU,75020,23885,23897,10309,Oui,594.886991,1,Non
784,JARDIN PIERRE SEGHERS,Promenades ouvertes,Jardin,RUE,HELENE JAKUBOWICZ,75020,1807,1800,1665,Oui,164.7690185,1,Non
770,SQUARE DES GRES,Promenades ouvertes,Square,RUE,VITRUVE,75020,1894,1930,790,Oui,184.3886131,1,Non
740,JARDIN DE LA RUE DES COURONNES,Promenades ouvertes,Jardin,RUE DES,COURONNES,75020,5881,2870,2866,Oui,453.3880872,1,Non
775,JARDIN DE LA GARE DE CHARONNE,Promenades ouvertes,Jardin,BOULEVARD,DAVOUT,75020,16416,16253,11186,Oui,603.4325608,1,Non
10046,SQUARE JACQUES GRYNBERG,Promenades ouvertes,Square,RUE,FERNAND LEGER,75020,1002,1034,665,Oui,209.1750143,1,Non
11556,JARDINIERES DE LA RUE DE NOISY LE SEC,D?corations sur la voie publique,Jardiniere,RUE DE,NOISY LE SEC,75020,1313,1275,1275,Non,519.7276778,3,
795,28-03,P?riph?rique,Talus,,,75020,6030,,,Non,667.4237588,1,
796,28-04,P?riph?rique,Talus,,,75020,4984,,,Non,542.0425377,1,
800,29-03,P?riph?rique,Talus,,,75020,1344,,,Non,292.0184649,1,
11557,29-06,P?riph?rique,Talus,,,75020,783,,,Non,353.4525851,1,
11919,JARDIN PARTAGE DU JARDIN LEON ZYGUEL,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,PIXERECOURT,75020,110,100,100,Oui,,1,Non
742,SQUARE EMILY DICKINSON,Promenades ouvertes,Square,RUE DES,ORMEAUX,75020,1207,1170,470,Oui,147.509126,1,Non
786,JARDIN DU CARRE DE BAUDOIN,Promenades ouvertes,Jardin,RUE DE,MENILMONTANT,75020,1479,1800,1112,Oui,157.5516017,1,Non
739,JARDIN SAMUEL DE CHAMPLAIN,Promenades ouvertes,Jardin,AVENUE,GAMBETTA,75020,14819,13192,11085,Oui,1040.060272,1,Non
754,PARC DE BELLEVILLE,Promenades ouvertes,Parc,RUE DES,COURONNES,75020,30087,36000,24144,Oui,1047.339632,1,Non
797,29-00,P?riph?rique,Talus,,,75020,8322,,,Non,981.4462267,1,
803,29-09,P?riph?rique,Talus,,,75020,3343,,,Non,383.5849855,1,
812,31-04,P?riph?rique,Talus,,,75020,3132,,,Non,453.0788655,1,
